ReviewID,Category,Review,Rating,Sentiment
1714,Books,The experience was neither good nor bad.,3,Neutral
1715,Fashion,The product exceeded my expectations.,4,Positive
1716,Electronics,It works as expected.,3,Neutral
1717,Electronics,Very satisfied with this purchase.,4,Positive
1718,Fashion,Fast delivery and excellent packaging.,4,Positive
1719,Beauty,Fast delivery and excellent packaging.,4,Positive
1720,Home,Excellent product and great quality.,5,Positive
1721,Electronics,Fast delivery and excellent packaging.,4,Positive
1722,Books,Excellent product and great quality.,5,Positive
1723,Home,Bad experience and slow delivery.,1,Negative
1724,Books,Very satisfied with this purchase.,5,Positive
1725,Beauty,Amazing product and worth the money.,4,Positive
1726,Fashion,Fast delivery and excellent packaging.,4,Positive
1727,Home,Excellent product and great quality.,4,Positive
1728,Beauty,Highly recommended for everyone.,4,Positive
1729,Books,Highly recommended for everyone.,4,Positive
1730,Fashion,Not satisfied with this purchase.,1,Negative
1731,Books,Excellent product and great quality.,4,Positive
1732,Electronics,Amazing product and worth the money.,4,Positive
1733,Books,The item arrived damaged.,1,Negative
1734,Electronics,Highly recommended for everyone.,5,Positive
1735,Home,Excellent product and great quality.,4,Positive
1736,Electronics,Bad experience and slow delivery.,1,Negative
1737,Books,The experience was neither good nor bad.,3,Neutral
1738,Home,Very satisfied with this purchase.,5,Positive
1739,Electronics,The item arrived damaged.,1,Negative
1740,Books,Excellent product and great quality.,4,Positive
1741,Home,The quality is acceptable.,3,Neutral
1742,Electronics,Highly recommended for everyone.,5,Positive
1743,Home,It works as expected.,3,Neutral
1744,Home,The quality is acceptable.,3,Neutral
1745,Home,Amazing product and worth the money.,5,Positive
1746,Fashion,The item arrived damaged.,1,Negative
1747,Fashion,The product exceeded my expectations.,4,Positive
1748,Books,Fast delivery and excellent packaging.,5,Positive
1749,Fashion,Very satisfied with this purchase.,4,Positive
1750,Beauty,Not satisfied with this purchase.,1,Negative
1751,Electronics,It works as expected.,3,Neutral
1752,Home,Highly recommended for everyone.,5,Positive
1753,Electronics,Fast delivery and excellent packaging.,5,Positive
1754,Home,Not satisfied with this purchase.,1,Negative
1755,Beauty,Highly recommended for everyone.,4,Positive
1756,Electronics,Average performance overall.,3,Neutral
1757,Books,Excellent product and great quality.,4,Positive
1758,Books,The product stopped working quickly.,1,Negative
1759,Books,Fast delivery and excellent packaging.,4,Positive
1760,Books,Excellent product and great quality.,4,Positive
1761,Fashion,It works as expected.,3,Neutral
1762,Electronics,The product exceeded my expectations.,4,Positive
1763,Books,Very satisfied with this purchase.,4,Positive
1764,Beauty,The experience was neither good nor bad.,3,Neutral
1765,Home,Fast delivery and excellent packaging.,5,Positive
1766,Home,The quality is acceptable.,3,Neutral
1767,Electronics,The item arrived damaged.,2,Negative
1768,Books,The product is average.,3,Neutral
1769,Beauty,Delivery was on time.,3,Neutral
1770,Beauty,Fast delivery and excellent packaging.,5,Positive
1771,Beauty,Amazing product and worth the money.,4,Positive
1772,Electronics,The experience was neither good nor bad.,3,Neutral
1773,Electronics,The product exceeded my expectations.,5,Positive
1774,Beauty,Very satisfied with this purchase.,5,Positive
1775,Beauty,Very satisfied with this purchase.,4,Positive
1776,Home,The product stopped working quickly.,1,Negative
1777,Beauty,It works as expected.,3,Neutral
1778,Home,Fast delivery and excellent packaging.,4,Positive
1779,Fashion,Very satisfied with this purchase.,5,Positive
1780,Books,Very satisfied with this purchase.,5,Positive
1781,Books,Highly recommended for everyone.,4,Positive
1782,Books,Not satisfied with this purchase.,2,Negative
1783,Home,Not satisfied with this purchase.,1,Negative
1784,Electronics,The quality is acceptable.,3,Neutral
1785,Electronics,Amazing product and worth the money.,5,Positive
1786,Home,Very satisfied with this purchase.,4,Positive
1787,Fashion,Amazing product and worth the money.,4,Positive
1788,Books,The product exceeded my expectations.,4,Positive
1789,Fashion,Fast delivery and excellent packaging.,4,Positive
1790,Beauty,Excellent product and great quality.,4,Positive
1791,Fashion,Bad experience and slow delivery.,2,Negative
1792,Books,The product exceeded my expectations.,5,Positive
1793,Home,Amazing product and worth the money.,5,Positive
1794,Fashion,Poor quality and not worth the money.,2,Negative
1795,Home,The product is average.,3,Neutral
1796,Beauty,Fast delivery and excellent packaging.,4,Positive
1797,Beauty,The experience was neither good nor bad.,3,Neutral
1798,Home,Amazing product and worth the money.,4,Positive
1799,Beauty,Excellent product and great quality.,5,Positive
1800,Home,Very satisfied with this purchase.,5,Positive
1801,Fashion,The product exceeded my expectations.,4,Positive
1802,Fashion,It works as expected.,3,Neutral
1803,Electronics,Amazing product and worth the money.,5,Positive
1804,Books,The quality is acceptable.,3,Neutral
1805,Home,Bad experience and slow delivery.,2,Negative
1806,Fashion,The product exceeded my expectations.,5,Positive
1807,Beauty,Very satisfied with this purchase.,4,Positive
1808,Electronics,Bad experience and slow delivery.,2,Negative
1809,Beauty,Very disappointed with the product.,1,Negative
1810,Beauty,Excellent product and great quality.,5,Positive
1811,Fashion,The quality is acceptable.,3,Neutral
1812,Beauty,Excellent product and great quality.,4,Positive
1813,Electronics,Very satisfied with this purchase.,4,Positive
1814,Beauty,Fast delivery and excellent packaging.,4,Positive
1815,Beauty,Fast delivery and excellent packaging.,5,Positive
1816,Books,Very disappointed with the product.,2,Negative
1817,Books,Fast delivery and excellent packaging.,5,Positive
1818,Fashion,Very satisfied with this purchase.,5,Positive
1819,Home,Fast delivery and excellent packaging.,4,Positive
1820,Books,Bad experience and slow delivery.,2,Negative
1821,Books,The product exceeded my expectations.,5,Positive
1822,Home,Highly recommended for everyone.,4,Positive
1823,Electronics,Fast delivery and excellent packaging.,5,Positive
1824,Books,Average performance overall.,3,Neutral
1825,Books,Fast delivery and excellent packaging.,5,Positive
1826,Home,Fast delivery and excellent packaging.,4,Positive
1827,Beauty,Fast delivery and excellent packaging.,5,Positive
1828,Books,Very satisfied with this purchase.,5,Positive
1829,Electronics,Fast delivery and excellent packaging.,4,Positive
1830,Fashion,Poor quality and not worth the money.,2,Negative
1831,Books,The experience was neither good nor bad.,3,Neutral
1832,Books,The product exceeded my expectations.,5,Positive
1833,Electronics,The product exceeded my expectations.,4,Positive
1834,Electronics,Very satisfied with this purchase.,5,Positive
1835,Beauty,Very satisfied with this purchase.,5,Positive
1836,Electronics,Very satisfied with this purchase.,5,Positive
1837,Fashion,The product exceeded my expectations.,4,Positive
1838,Fashion,Excellent product and great quality.,4,Positive
1839,Fashion,The product exceeded my expectations.,4,Positive
1840,Books,Very satisfied with this purchase.,5,Positive
1841,Fashion,The item arrived damaged.,1,Negative
1842,Beauty,The product exceeded my expectations.,4,Positive
1843,Electronics,The product exceeded my expectations.,4,Positive
1844,Fashion,Amazing product and worth the money.,5,Positive
1845,Fashion,The experience was neither good nor bad.,3,Neutral
1846,Electronics,The product exceeded my expectations.,5,Positive
1847,Electronics,Very satisfied with this purchase.,4,Positive
1848,Books,Very satisfied with this purchase.,5,Positive
1849,Home,Amazing product and worth the money.,4,Positive
1850,Beauty,Amazing product and worth the money.,4,Positive
1851,Books,The product stopped working quickly.,1,Negative
1852,Home,Excellent product and great quality.,4,Positive
1853,Fashion,The quality is acceptable.,3,Neutral
1854,Books,Very satisfied with this purchase.,4,Positive
1855,Beauty,Average performance overall.,3,Neutral
1856,Fashion,The item arrived damaged.,1,Negative
1857,Home,Excellent product and great quality.,4,Positive
1858,Home,It works as expected.,3,Neutral
1859,Electronics,Amazing product and worth the money.,4,Positive
1860,Electronics,Excellent product and great quality.,4,Positive
1861,Home,Bad experience and slow delivery.,1,Negative
1862,Books,The product exceeded my expectations.,4,Positive
1863,Electronics,Very satisfied with this purchase.,4,Positive
1864,Electronics,Excellent product and great quality.,4,Positive
1865,Beauty,It works as expected.,3,Neutral
1866,Fashion,It works as expected.,3,Neutral
1867,Beauty,Amazing product and worth the money.,5,Positive
1868,Beauty,Amazing product and worth the money.,4,Positive
1869,Beauty,Excellent product and great quality.,4,Positive
1870,Home,Amazing product and worth the money.,5,Positive
1871,Electronics,Average performance overall.,3,Neutral
1872,Home,The product is average.,3,Neutral
1873,Books,The experience was neither good nor bad.,3,Neutral
1874,Books,Highly recommended for everyone.,4,Positive
1875,Fashion,Very disappointed with the product.,1,Negative
1876,Home,The quality is acceptable.,3,Neutral
1877,Fashion,Fast delivery and excellent packaging.,4,Positive
1878,Books,Excellent product and great quality.,4,Positive
1879,Beauty,Not satisfied with this purchase.,2,Negative
1880,Books,Very disappointed with the product.,2,Negative
1881,Beauty,Very satisfied with this purchase.,5,Positive
1882,Home,Not satisfied with this purchase.,2,Negative
1883,Home,Very satisfied with this purchase.,5,Positive
1884,Fashion,The quality is acceptable.,3,Neutral
1885,Electronics,The product exceeded my expectations.,5,Positive
1886,Electronics,Highly recommended for everyone.,4,Positive
1887,Home,Fast delivery and excellent packaging.,4,Positive
1888,Home,Amazing product and worth the money.,5,Positive
1889,Home,Fast delivery and excellent packaging.,4,Positive
1890,Books,The experience was neither good nor bad.,3,Neutral
1891,Books,The product exceeded my expectations.,5,Positive
1892,Books,The product exceeded my expectations.,5,Positive
1893,Electronics,Amazing product and worth the money.,5,Positive
1894,Home,Fast delivery and excellent packaging.,5,Positive
1895,Electronics,Poor quality and not worth the money.,1,Negative
1896,Electronics,Very disappointed with the product.,2,Negative
1897,Beauty,The quality is acceptable.,3,Neutral
1898,Beauty,Poor quality and not worth the money.,2,Negative
1899,Books,Very disappointed with the product.,2,Negative
1900,Books,The product exceeded my expectations.,5,Positive
1901,Beauty,Highly recommended for everyone.,5,Positive
1902,Electronics,Excellent product and great quality.,5,Positive
1903,Books,Very satisfied with this purchase.,5,Positive
1904,Beauty,Excellent product and great quality.,4,Positive
1905,Books,The item arrived damaged.,1,Negative
1906,Books,Very satisfied with this purchase.,5,Positive
1907,Beauty,The product stopped working quickly.,2,Negative
1908,Books,The product stopped working quickly.,2,Negative
1909,Books,Amazing product and worth the money.,4,Positive
1910,Beauty,Highly recommended for everyone.,5,Positive
1911,Electronics,The item arrived damaged.,2,Negative
1912,Fashion,Excellent product and great quality.,4,Positive
1913,Fashion,The product exceeded my expectations.,4,Positive
1914,Fashion,Fast delivery and excellent packaging.,5,Positive
1915,Home,Excellent product and great quality.,4,Positive
1916,Electronics,Very satisfied with this purchase.,4,Positive
1917,Fashion,The product is average.,3,Neutral
1918,Electronics,Highly recommended for everyone.,5,Positive
1919,Fashion,Fast delivery and excellent packaging.,5,Positive
1920,Fashion,Fast delivery and excellent packaging.,4,Positive
1921,Beauty,Fast delivery and excellent packaging.,5,Positive
1922,Home,Fast delivery and excellent packaging.,4,Positive
1923,Home,Highly recommended for everyone.,5,Positive
1924,Home,The item arrived damaged.,2,Negative
1925,Fashion,Excellent product and great quality.,4,Positive
1926,Home,Very satisfied with this purchase.,5,Positive
1927,Beauty,Very disappointed with the product.,1,Negative
1928,Books,Excellent product and great quality.,5,Positive
1929,Beauty,Excellent product and great quality.,5,Positive
1930,Beauty,The quality is acceptable.,3,Neutral
1931,Fashion,Fast delivery and excellent packaging.,5,Positive
1932,Electronics,Bad experience and slow delivery.,1,Negative
1933,Beauty,The product stopped working quickly.,1,Negative
1934,Fashion,The product exceeded my expectations.,5,Positive
1935,Beauty,Average performance overall.,3,Neutral
1936,Beauty,The quality is acceptable.,3,Neutral
1937,Fashion,Very disappointed with the product.,1,Negative
1938,Fashion,Amazing product and worth the money.,4,Positive
1939,Fashion,The quality is acceptable.,3,Neutral
1940,Home,The product is average.,3,Neutral
1941,Fashion,Delivery was on time.,3,Neutral
1942,Books,The item arrived damaged.,1,Negative
1943,Electronics,Amazing product and worth the money.,4,Positive
1944,Books,Very satisfied with this purchase.,5,Positive
1945,Electronics,Fast delivery and excellent packaging.,5,Positive
1946,Electronics,Very satisfied with this purchase.,4,Positive
1947,Electronics,Very satisfied with this purchase.,4,Positive
1948,Electronics,The quality is acceptable.,3,Neutral
1949,Beauty,Excellent product and great quality.,5,Positive
1950,Fashion,Excellent product and great quality.,5,Positive
1951,Home,Very disappointed with the product.,2,Negative
1952,Beauty,Highly recommended for everyone.,4,Positive
1953,Books,The product stopped working quickly.,2,Negative
1954,Beauty,It works as expected.,3,Neutral
1955,Beauty,Very satisfied with this purchase.,5,Positive
1956,Books,Not satisfied with this purchase.,1,Negative
1957,Home,Excellent product and great quality.,4,Positive
1958,Books,The quality is acceptable.,3,Neutral
1959,Books,Highly recommended for everyone.,4,Positive
1960,Fashion,The product exceeded my expectations.,4,Positive
1961,Fashion,Fast delivery and excellent packaging.,4,Positive
1962,Fashion,It works as expected.,3,Neutral
1963,Electronics,Very satisfied with this purchase.,5,Positive
1964,Electronics,The product stopped working quickly.,1,Negative
1965,Fashion,Not satisfied with this purchase.,1,Negative
1966,Electronics,Very satisfied with this purchase.,5,Positive
1967,Books,Amazing product and worth the money.,5,Positive
1968,Fashion,Fast delivery and excellent packaging.,5,Positive
1969,Home,Amazing product and worth the money.,5,Positive
1970,Books,It works as expected.,3,Neutral
1971,Electronics,Not satisfied with this purchase.,2,Negative
1972,Books,Excellent product and great quality.,5,Positive
1973,Electronics,The item arrived damaged.,2,Negative
1974,Fashion,The experience was neither good nor bad.,3,Neutral
1975,Beauty,Very satisfied with this purchase.,5,Positive
1976,Books,The product stopped working quickly.,2,Negative
1977,Books,Very disappointed with the product.,1,Negative
1978,Books,Poor quality and not worth the money.,1,Negative
1979,Beauty,Very satisfied with this purchase.,5,Positive
1980,Beauty,Amazing product and worth the money.,4,Positive
1981,Beauty,Not satisfied with this purchase.,1,Negative
1982,Books,The item arrived damaged.,2,Negative
1983,Fashion,It works as expected.,3,Neutral
1984,Fashion,Highly recommended for everyone.,5,Positive
1985,Home,Fast delivery and excellent packaging.,5,Positive
1986,Electronics,Fast delivery and excellent packaging.,4,Positive
1987,Beauty,Average performance overall.,3,Neutral
1988,Home,Very disappointed with the product.,2,Negative
1989,Books,Amazing product and worth the money.,4,Positive
1990,Home,The product stopped working quickly.,2,Negative
1991,Beauty,Very satisfied with this purchase.,4,Positive
1992,Books,The product exceeded my expectations.,5,Positive
1993,Electronics,The quality is acceptable.,3,Neutral
1994,Fashion,Amazing product and worth the money.,4,Positive
1995,Home,Fast delivery and excellent packaging.,5,Positive
1996,Fashion,Amazing product and worth the money.,4,Positive
1997,Home,Poor quality and not worth the money.,2,Negative
1998,Fashion,Amazing product and worth the money.,4,Positive
1999,Beauty,It works as expected.,3,Neutral
2000,Beauty,Amazing product and worth the money.,5,Positive
